season,game_type,week,away_team,away_score,home_team,home_score,result,total,overtime,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,home_team_win,home_win_pct,home_ppg,home_opp_ppg,away_win_pct,away_ppg,away_opp_ppg
2021,REG,18,TEN,28,HOU,25,-3,53,0,-575,410,-10.5,-105,-115,43.0,-110,-110,0,0.25,15.9375,26.5,0.6875,24.4375,20.5625
2021,REG,18,NE,24,MIA,33,9,57,0,-250,200,-6.0,-110,-110,41.0,-110,-110,1,0.5,19.25,21.8125,0.625,27.375,16.875
2021,REG,18,LAC,32,LV,35,3,67,1,-180,155,-3.5,-110,-110,48.0,-110,-110,1,0.5625,21.1875,25.4375,0.5625,27.625,26.5
2021,REG,18,CAR,17,TB,41,24,58,0,375,-510,11.0,-110,-110,43.0,-105,-115,1,0.75,29.375,21.0,0.3125,17.9375,22.6875
2021,REG,18,SF,27,LA,24,-3,51,1,150,-170,3.0,-105,-115,46.5,-115,-105,0,0.75,27.25,21.5625,0.5625,25.0,21.3125
2021,REG,18,NYJ,10,BUF,27,17,37,0,750,-1250,16.0,-110,-110,43.0,-110,-110,1,0.625,28.5,17.4375,0.25,18.75,29.8125
2021,REG,18,KC,28,DEN,24,-4,52,0,-600,435,-11.5,-110,-110,44.5,-110,-110,0,0.4375,19.4375,18.375,0.6875,28.25,21.25
2021,REG,18,NO,30,ATL,20,-10,50,0,-213,186,-4.5,-111,-100,40.0,102,-113,0,0.4375,18.3125,26.8125,0.5,20.875,19.6875
2021,REG,18,SEA,38,ARI,30,-8,68,0,190,-235,5.5,-110,-110,48.0,100,-120,0,0.6875,26.1875,20.5,0.375,22.3125,21.0
2021,REG,18,WAS,22,NYG,7,-15,29,0,-238,206,-6.0,-102,-109,36.0,-100,-111,0,0.25,15.6875,24.625,0.375,19.5625,26.6875
2021,REG,18,CHI,17,MIN,31,14,48,0,160,-190,3.5,-110,-110,45.5,-110,-110,1,0.4375,24.625,25.5625,0.375,18.375,23.5
2021,REG,18,IND,11,JAX,26,15,37,0,-1000,650,-14.0,-110,-110,43.0,-110,-110,1,0.125,14.1875,27.875,0.5625,27.5,21.1875
2021,REG,18,DAL,51,PHI,26,-25,77,0,-300,235,-6.5,-110,-110,46.0,-110,-110,0,0.5625,26.125,20.875,0.6875,29.9375,20.75
2021,REG,18,PIT,16,BAL,13,-3,29,1,135,-155,3.0,-110,-110,41.0,-115,-105,0,0.5,23.375,23.5,0.5,20.4375,24.0625
2021,REG,18,CIN,16,CLE,21,5,37,0,215,-265,6.5,-110,-110,38.0,-110,-110,1,0.4375,20.5,22.1875,0.625,27.75,22.1875
2021,REG,18,GB,30,DET,37,7,67,0,-195,165,-4.0,-110,-110,45.0,-115,-105,1,0.1875,18.0,27.3125,0.8125,26.25,20.875
2022,REG,1,BUF,31,LA,10,-21,41,0,-117,106,-1.0,-112,101,51.5,-101,-111,0,,,,,,
2022,REG,1,DEN,16,SEA,17,1,33,0,-253,221,-6.0,-107,-103,44.0,-115,102,1,,,,,,
2022,REG,1,NO,27,ATL,26,-1,53,0,-228,201,-6.0,-103,-107,43.5,-104,-108,0,,,,,,
2022,REG,1,CLE,26,CAR,24,-2,50,0,114,-125,2.5,-112,102,42.5,-113,100,0,,,,,,
2022,REG,1,SF,10,CHI,19,9,29,0,-248,217,-6.5,100,-111,38.0,-103,-109,1,,,,,,
2022,REG,1,PIT,23,CIN,20,-3,43,1,264,-308,7.5,-119,107,44.5,101,-113,0,,,,,,
2022,REG,1,PHI,38,DET,35,-3,73,0,-240,211,-6.0,-110,-100,49.0,-117,104,0,,,,,,
2022,REG,1,IND,20,HOU,20,0,40,1,-290,250,-7.0,-103,-107,46.0,-110,-102,0,,,,,,
2022,REG,1,NE,7,MIA,20,13,27,0,140,-155,3.0,-104,-106,47.0,-109,-103,1,,,,,,
2022,REG,1,BAL,24,NYJ,9,-15,33,0,-265,231,-6.5,-103,-107,44.0,-109,-103,0,,,,,,
2022,REG,1,JAX,22,WAS,28,6,50,0,143,-159,3.0,-101,-110,43.5,-110,-102,1,,,,,,
2022,REG,1,KC,44,ARI,21,-23,65,0,-252,221,-6.0,-107,-104,54.0,-110,-102,0,,,,,,
2022,REG,1,LV,19,LAC,24,5,43,0,161,-180,3.5,-106,-104,52.5,-103,-109,1,,,,,,
2022,REG,1,GB,7,MIN,23,16,30,0,113,-125,2.5,-116,105,47.0,-114,101,1,,,,,,
2022,REG,1,NYG,21,TEN,20,-1,41,0,209,-239,5.5,-108,-102,43.5,-101,-111,0,,,,,,
2022,REG,1,TB,19,DAL,3,-16,22,0,-133,120,-2.5,-108,-102,49.5,-102,-110,0,,,,,,
2022,REG,2,MIN,7,PHI,24,17,31,0,127,-141,2.5,106,-117,49.5,-115,102,1,1.0,38.0,35.0,1.0,23.0,7.0
2022,REG,2,ATL,27,LA,31,4,58,0,385,-473,10.5,-113,103,46.5,-116,103,1,0.0,10.0,31.0,0.0,26.0,27.0
2022,REG,2,CIN,17,DAL,20,3,37,0,-303,260,-7.5,110,-122,42.0,-104,-108,1,0.0,3.0,19.0,0.0,20.0,23.0
2022,REG,2,LAC,24,KC,27,3,51,0,167,-188,4.0,-113,102,52.5,-101,-111,1,1.0,44.0,21.0,1.0,24.0,19.0
2022,REG,2,MIA,42,BAL,38,-4,80,0,148,-164,3.0,103,-114,44.0,-114,101,0,1.0,24.0,9.0,1.0,20.0,7.0
2022,REG,2,NYJ,31,CLE,30,-1,61,0,207,-235,6.5,-111,100,38.5,-107,-105,0,1.0,26.0,24.0,0.0,9.0,24.0
2022,REG,2,WAS,27,DET,36,9,63,0,-114,103,-1.0,-107,-103,48.5,-114,101,1,0.0,35.0,38.0,1.0,28.0,22.0
2022,REG,2,IND,0,JAX,24,24,24,0,-157,142,-3.0,-107,-103,43.5,-104,-108,1,0.0,22.0,28.0,1.0,20.0,20.0
2022,REG,2,TB,20,NO,10,-10,30,0,-138,124,-2.5,-109,-102,44.0,-117,104,0,1.0,27.0,26.0,1.0,19.0,3.0
2022,REG,2,CAR,16,NYG,19,3,35,0,-114,103,-1.0,-106,-104,44.0,-102,-110,1,1.0,21.0,20.0,0.0,24.0,26.0
2022,REG,2,NE,17,PIT,14,-3,31,0,-150,135,-3.0,-102,-109,40.0,-101,-111,0,1.0,23.0,20.0,0.0,7.0,20.0
2022,REG,2,SEA,7,SF,27,20,34,0,318,-379,8.5,-113,102,40.0,-112,-100,1,0.0,10.0,19.0,1.0,17.0,16.0
2022,REG,2,HOU,9,DEN,16,7,25,0,391,-481,10.5,-114,103,46.0,-110,-102,1,0.0,16.0,17.0,0.0,20.0,20.0
2022,REG,2,ARI,29,LV,23,-6,52,1,197,-223,5.5,-110,100,51.5,-105,-107,0,0.0,19.0,24.0,0.0,21.0,44.0
2022,REG,2,CHI,10,GB,27,17,37,0,348,-420,10.5,-111,100,42.0,-104,-108,1,0.0,7.0,23.0,1.0,19.0,10.0
2022,REG,2,TEN,7,BUF,41,34,48,0,329,-395,10.0,-115,104,47.5,-108,-104,1,1.0,31.0,10.0,0.0,20.0,21.0
2022,REG,3,DET,24,MIN,28,4,52,0,232,-266,6.5,-101,-110,52.0,-117,104,1,0.5,15.0,15.5,0.5,35.5,32.5
2022,REG,3,BUF,19,MIA,21,2,40,0,-196,175,-4.0,-104,-106,54.0,-103,-109,1,1.0,31.0,22.5,1.0,36.0,8.5
2022,REG,3,KC,17,IND,20,3,37,0,-199,177,-4.5,103,-114,51.0,-105,-107,1,0.5,10.0,22.0,1.0,35.5,22.5
2022,REG,3,HOU,20,CHI,23,3,43,0,141,-156,3.0,-107,-103,40.0,-107,-105,1,0.5,14.5,18.5,0.0,14.5,18.0
2022,REG,3,NO,14,CAR,22,8,36,0,-123,112,-2.0,-102,-109,41.0,-112,-100,1,0.0,20.0,22.5,0.5,18.5,23.0
2022,REG,3,PIT,17,CLE,29,12,46,0,183,-206,4.5,-111,101,38.0,-107,-105,1,0.5,28.0,27.5,0.5,18.5,18.5
2022,REG,3,BAL,37,NE,26,-11,63,0,-143,129,-2.5,-114,104,45.5,-109,-103,0,0.5,12.0,17.0,0.5,31.0,25.5
2022,REG,3,LV,22,TEN,24,2,46,0,-130,117,-1.5,-113,103,45.5,-109,-103,1,0.0,13.5,31.0,0.0,21.0,26.5
2022,REG,3,PHI,24,WAS,8,-16,32,0,-240,210,-6.0,102,-112,47.0,-101,-111,0,0.5,27.5,29.0,1.0,31.0,21.0
2022,REG,3,JAX,38,LAC,10,-28,48,0,220,-252,6.5,-106,-104,46.0,-112,-100,0,0.5,24.0,23.0,0.5,23.0,14.0
2022,REG,3,LA,20,ARI,12,-8,32,0,-171,153,-3.5,104,-115,49.0,-114,102,0,0.5,25.0,33.5,0.5,20.5,29.0
2022,REG,3,ATL,27,SEA,23,-4,50,0,-104,-106,1.0,-112,102,43.0,103,-115,0,0.5,12.0,21.5,0.0,26.5,29.0
2022,REG,3,GB,14,TB,12,-2,26,0,112,-123,1.0,105,-115,41.5,-103,-109,0,1.0,19.5,6.5,0.5,17.0,16.5
2022,REG,3,SF,10,DEN,11,1,21,0,-110,-101,-1.0,-102,-108,44.0,101,-114,1,0.5,16.0,13.0,0.5,18.5,13.0
2022,REG,3,DAL,23,NYG,16,-7,39,0,109,-120,1.0,103,-113,38.5,-102,-110,0,1.0,20.0,18.0,0.5,11.5,18.0
2022,REG,3,CIN,27,NYJ,12,-15,39,0,-247,220,-6.5,104,-115,46.0,-106,-106,0,0.5,20.0,27.0,0.0,18.5,21.5
2022,REG,4,BUF,23,BAL,20,-3,43,0,-172,154,-3.0,-117,106,50.0,-103,-109,0,0.6666666666666666,33.0,25.666666666666668,0.6666666666666666,30.333333333333332,12.666666666666666
2022,REG,4,MIN,28,NO,25,-3,53,0,-199,177,-4.0,-103,-107,42.0,-110,-102,0,0.3333333333333333,17.0,22.666666666666668,0.6666666666666666,19.333333333333332,18.333333333333332
2022,REG,4,LA,9,SF,24,15,33,0,112,-124,1.0,106,-116,42.0,-109,-103,1,0.3333333333333333,15.666666666666666,12.333333333333334,0.6666666666666666,20.333333333333332,23.333333333333332
2022,REG,4,KC,41,TB,31,-10,72,0,113,-125,1.0,107,-118,46.5,102,-115,0,0.6666666666666666,17.0,9.0,0.6666666666666666,29.333333333333332,21.666666666666668
2022,REG,4,DEN,23,LV,32,9,55,0,124,-137,2.5,-101,-109,45.5,-110,-102,1,0.0,21.333333333333332,25.666666666666668,0.6666666666666666,14.333333333333334,12.0
2022,REG,4,NE,24,GB,27,3,51,1,358,-435,10.0,-120,109,40.5,-111,-101,1,0.6666666666666666,16.0,15.0,0.3333333333333333,16.666666666666668,23.666666666666668
2022,REG,4,ARI,26,CAR,16,-10,42,0,102,-113,1.0,-104,-106,44.0,-113,100,0,0.3333333333333333,20.666666666666668,19.666666666666668,0.3333333333333333,20.666666666666668,29.0
2022,REG,4,NYJ,24,PIT,20,-4,44,0,145,-161,3.0,-102,-108,41.0,102,-115,0,0.3333333333333333,18.0,22.0,0.3333333333333333,17.333333333333332,27.0
2022,REG,4,JAX,21,PHI,29,8,50,0,223,-256,6.5,-109,-102,44.0,-102,-111,1,1.0,28.666666666666668,16.666666666666668,0.6666666666666666,28.0,12.666666666666666
2022,REG,4,CHI,12,NYG,20,8,32,0,130,-144,3.0,-120,109,39.0,-103,-110,1,0.6666666666666666,18.666666666666668,19.666666666666668,0.6666666666666666,17.333333333333332,19.0
2022,REG,4,TEN,24,IND,17,-7,41,0,182,-205,4.5,-105,-105,43.0,-102,-110,0,0.6666666666666666,13.333333333333334,20.333333333333332,0.3333333333333333,17.0,28.0
2022,REG,4,LAC,34,HOU,24,-10,58,0,-234,205,-5.5,-106,-104,45.0,102,-115,0,0.0,16.333333333333332,19.666666666666668,0.3333333333333333,19.333333333333332,28.0
2022,REG,4,SEA,48,DET,45,-3,93,0,151,-169,3.0,103,-113,48.5,-112,-101,0,0.3333333333333333,31.666666666666668,31.0,0.3333333333333333,15.666666666666666,23.333333333333332
2022,REG,4,WAS,10,DAL,25,15,35,0,140,-155,3.0,-110,-101,40.5,-101,-111,1,0.6666666666666666,15.333333333333334,17.333333333333332,0.3333333333333333,21.0,27.333333333333332
2022,REG,4,MIA,15,CIN,27,12,42,0,169,-190,4.0,-107,-103,48.5,-103,-109,1,0.3333333333333333,21.333333333333332,18.333333333333332,1.0,27.666666666666668,21.333333333333332
2022,REG,4,CLE,20,ATL,23,3,43,0,-107,-103,-1.0,-101,-109,48.0,-100,-112,1,0.3333333333333333,26.666666666666668,27.0,0.6666666666666666,28.333333333333332,24.0
2022,REG,5,NYG,27,GB,22,-5,49,0,331,-397,8.5,104,-115,42.0,-110,-102,0,0.75,18.75,17.25,0.75,19.0,17.75
2022,REG,5,LV,29,KC,30,1,59,0,275,-321,7.5,-125,113,51.5,-109,-103,1,0.75,32.25,24.0,0.25,24.0,25.0
2022,REG,5,IND,12,DEN,9,-3,21,1,159,-178,3.5,-114,104,42.0,-106,-106,0,0.5,16.5,17.0,0.5,14.25,21.25
2022,REG,5,PIT,3,BUF,38,35,41,0,568,-749,14.0,-108,-102,44.0,-103,-110,1,0.75,28.5,14.5,0.25,18.5,22.5
2022,REG,5,LAC,30,CLE,28,-2,58,0,-114,103,-1.0,-106,-104,47.0,-114,102,0,0.5,26.25,23.75,0.5,23.0,27.0
2022,REG,5,HOU,13,JAX,6,-7,19,0,261,-304,7.0,-113,102,44.0,-112,-101,0,0.5,26.25,16.75,0.0,18.25,23.25
2022,REG,5,CHI,22,MIN,29,7,51,0,322,-385,10.0,-116,105,44.0,-106,-106,1,0.75,21.5,20.0,0.5,16.0,19.25
2022,REG,5,DET,0,NE,29,29,29,0,133,-148,3.0,-113,102,46.5,101,-114,1,0.25,18.5,24.5,0.25,35.0,35.25
2022,REG,5,SEA,32,NO,39,7,71,0,201,-229,5.5,-106,-104,45.5,-113,100,1,0.25,19.0,24.0,0.5,23.75,28.75
2022,REG,5,MIA,17,NYJ,40,23,57,0,-162,146,-3.0,-110,100,46.0,-101,-111,1,0.5,19.0,25.25,0.75,24.5,22.75
2022,REG,5,ATL,15,TB,21,6,36,0,355,-430,10.5,-113,102,46.0,101,-113,1,0.5,20.5,17.0,0.5,25.75,25.25
2022,REG,5,TEN,21,WAS,17,-4,38,0,-110,-100,-1.0,-102,-108,43.0,-106,-106,0,0.25,18.25,26.75,0.5,18.75,25.25
2022,REG,5,SF,37,CAR,15,-22,52,0,-234,206,-6.0,-102,-109,40.0,-104,-108,0,0.25,19.5,21.25,0.5,17.75,11.5
2022,REG,5,PHI,20,ARI,17,-3,37,0,-222,196,-5.5,101,-111,48.5,101,-113,0,0.5,22.0,25.75,1.0,28.75,17.75
2022,REG,5,DAL,22,LA,10,-12,32,0,195,-220,5.5,-112,102,42.0,-106,-106,0,0.5,17.5,23.5,0.75,17.75,15.5
2022,REG,5,CIN,17,BAL,19,2,36,0,151,-168,3.0,103,-114,47.5,-104,-108,1,0.5,29.75,25.0,0.5,22.75,17.5
2022,REG,6,SF,14,ATL,28,14,42,0,-185,166,-3.5,-100,-110,46.0,-109,-103,1,0.4,23.6,24.4,0.6,21.6,12.2
2022,REG,6,WAS,12,CHI,7,-5,19,0,-120,109,-1.0,-112,102,38.5,-105,-107,0,0.4,17.2,21.2,0.2,18.0,25.6
2022,REG,6,DEN,16,LAC,19,3,35,1,166,-186,3.5,-103,-107,45.5,-115,102,1,0.6,24.4,27.2,0.4,15.0,16.0
2022,REG,6,DAL,17,PHI,26,9,43,0,252,-292,6.5,109,-120,42.5,-104,-108,1,1.0,27.0,17.6,0.8,18.6,14.4
2022,REG,6,BUF,24,KC,20,-4,44,0,-146,132,-2.5,-116,105,54.0,-105,-107,0,0.8,31.8,25.0,0.8,30.4,12.2
2022,REG,6,ARI,9,SEA,19,10,28,0,-136,123,-2.5,-106,-104,50.0,-102,-110,1,0.4,25.4,30.8,0.4,21.0,24.6
2022,REG,6,CAR,10,LA,24,14,34,0,343,-413,10.0,-112,102,41.5,-109,-103,1,0.4,16.0,23.2,0.2,18.6,24.4
2022,REG,6,TB,18,PIT,20,2,38,0,-386,323,-10.0,103,-113,47.0,-117,104,1,0.2,15.4,25.6,0.6,20.6,16.6
2022,REG,6,BAL,20,NYG,24,4,44,0,-234,206,-5.5,-107,-103,46.0,-110,-102,1,0.8,20.6,18.6,0.6,27.6,23.4
2022,REG,6,CIN,30,NO,26,-4,56,0,-164,148,-3.0,-110,100,42.5,-104,-108,0,0.4,23.0,25.6,0.4,21.6,17.8
2022,REG,6,MIN,24,MIA,16,-8,40,0,-175,157,-3.0,-120,109,45.0,-107,-105,0,0.6,23.0,26.2,0.8,23.0,20.4
2022,REG,6,JAX,27,IND,34,7,61,0,110,-122,1.0,103,-114,41.0,100,-113,1,0.6,13.8,18.8,0.4,22.2,16.0
2022,REG,6,NYJ,27,GB,10,-17,37,0,305,-362,7.5,-101,-109,44.5,-101,-111,0,0.6,19.4,19.2,0.6,23.2,23.6
2022,REG,6,NE,38,CLE,15,-23,53,0,127,-140,2.5,101,-111,43.0,-104,-108,0,0.4,26.6,25.0,0.4,20.6,19.6
2022,REG,7,CLE,20,BAL,23,3,43,0,244,-282,6.5,100,-110,46.0,-100,-112,1,0.5,26.333333333333332,23.5,0.3333333333333333,24.666666666666668,27.166666666666668
2022,REG,7,CHI,33,NE,14,-19,47,0,327,-392,9.5,-110,-100,40.0,-106,-106,0,0.5,23.5,18.833333333333332,0.3333333333333333,15.5,19.666666666666668
2022,REG,7,NO,34,ARI,42,8,76,0,126,-140,2.5,-101,-109,44.0,-114,101,1,0.3333333333333333,19.0,23.666666666666668,0.3333333333333333,23.5,26.333333333333332
2022,REG,7,TB,3,CAR,21,18,24,0,-680,524,-13.0,-103,-107,39.5,-116,103,1,0.16666666666666666,17.166666666666668,24.333333333333332,0.5,20.166666666666668,17.166666666666668
2022,REG,7,ATL,17,CIN,35,18,52,0,235,-271,6.5,-100,-110,47.5,100,-112,1,0.5,23.0,19.166666666666668,0.5,24.333333333333332,22.666666666666668
2022,REG,7,DET,6,DAL,24,18,30,0,241,-278,7.0,-112,102,49.5,-102,-110,1,0.6666666666666666,18.333333333333332,16.333333333333332,0.2,28.0,34.0
2022,REG,7,NYG,23,JAX,17,-6,40,0,148,-165,3.0,102,-112,44.0,-105,-107,0,0.3333333333333333,23.0,19.0,0.8333333333333334,21.166666666666668,18.833333333333332
2022,REG,7,IND,10,TEN,19,9,29,0,129,-143,2.5,-102,-108,43.0,-104,-109,1,0.6,19.2,23.6,0.6666666666666666,17.166666666666668,20.166666666666668
2022,REG,7,GB,21,WAS,23,2,44,0,-195,173,-4.0,-102,-108,41.5,-105,-107,1,0.3333333333333333,17.0,22.5,0.5,17.833333333333332,20.5
2022,REG,7,NYJ,16,DEN,9,-7,25,0,-127,115,-2.0,-106,-104,37.0,-114,101,0,0.3333333333333333,15.166666666666666,16.5,0.6666666666666666,23.833333333333332,21.333333333333332
2022,REG,7,HOU,20,LV,38,18,58,0,278,-325,7.0,104,-115,46.0,-104,-108,1,0.2,25.0,26.0,0.2,17.2,19.8
2022,REG,7,SEA,37,LAC,23,-14,60,0,193,-219,5.5,-111,101,51.5,-114,101,0,0.6666666666666666,23.5,25.333333333333332,0.5,24.333333333333332,27.166666666666668
2022,REG,7,KC,44,SF,23,-21,67,0,-106,-104,-1.0,102,-112,49.0,-114,101,0,0.5,20.333333333333332,14.833333333333334,0.6666666666666666,29.833333333333332,24.833333333333332
2022,REG,7,PIT,10,MIA,16,6,26,0,255,-297,7.5,-119,108,44.5,-107,-105,1,0.5,21.833333333333332,25.833333333333332,0.3333333333333333,16.166666666666668,24.333333333333332
2022,REG,8,CIN,13,CLE,32,19,45,0,-163,147,-3.0,-112,102,45.0,-102,-110,1,0.2857142857142857,24.0,26.571428571428573,0.5714285714285714,24.714285714285715,18.857142857142858
2022,REG,8,GB,17,BUF,27,10,44,0,365,-445,10.5,-110,100,47.0,-104,-108,1,0.8333333333333334,29.333333333333332,13.5,0.42857142857142855,18.285714285714285,20.857142857142858
2022,REG,8,NYG,13,SEA,27,14,40,0,147,-164,3.0,-100,-110,44.5,-110,-102,1,0.5714285714285714,26.142857142857142,26.571428571428573,0.8571428571428571,21.428571428571427,18.571428571428573
2022,REG,8,SF,31,LA,14,-17,45,0,-104,-106,-1.0,103,-114,42.0,-103,-109,0,0.5,17.333333333333332,21.0,0.42857142857142855,20.714285714285715,19.0
2022,REG,8,WAS,17,IND,16,-1,33,0,136,-151,3.0,-114,103,40.5,-110,-102,0,0.5714285714285714,16.142857142857142,20.0,0.42857142857142855,17.857142857142858,22.285714285714285
2022,REG,8,TEN,17,HOU,10,-7,27,0,-115,104,-1.0,-107,-103,39.0,-102,-110,0,0.16666666666666666,17.666666666666668,22.833333333333332,0.6666666666666666,19.166666666666668,21.333333333333332
2022,REG,8,PIT,13,PHI,35,22,48,0,397,-490,11.0,102,-112,43.0,-110,-102,1,1.0,26.833333333333332,17.5,0.2857142857142857,15.285714285714286,23.142857142857142
2022,REG,8,NE,22,NYJ,17,-5,39,0,-155,140,-3.0,-103,-107,40.0,-102,-110,0,0.7142857142857143,22.714285714285715,19.571428571428573,0.42857142857142855,22.142857142857142,20.857142857142858
2022,REG,8,LV,0,NO,24,24,24,0,-119,108,-1.0,-111,101,48.5,-111,-101,1,0.2857142857142857,25.0,28.571428571428573,0.3333333333333333,27.166666666666668,25.0
2022,REG,8,ARI,26,MIN,34,8,60,0,177,-199,4.0,-105,-105,48.5,-106,-106,1,0.8333333333333334,23.166666666666668,19.666666666666668,0.42857142857142855,22.285714285714285,25.142857142857142
2022,REG,8,MIA,31,DET,27,-4,58,0,-190,169,-3.5,-112,102,52.0,-108,-104,0,0.16666666666666666,24.333333333333332,32.333333333333336,0.5714285714285714,21.0,23.571428571428573
2022,REG,8,CHI,29,DAL,49,20,78,0,355,-430,10.5,-121,109,43.0,-108,-104,1,0.7142857142857143,19.142857142857142,14.857142857142858,0.42857142857142855,18.0,18.857142857142858
2022,REG,8,CAR,34,ATL,37,3,71,1,178,-201,4.5,-110,-100,41.0,-106,-106,1,0.42857142857142855,23.285714285714285,24.428571428571427,0.2857142857142857,17.714285714285715,21.285714285714285
2022,REG,8,DEN,21,JAX,17,-4,38,0,-103,-107,1.0,-112,101,41.0,-103,-109,0,0.2857142857142857,22.142857142857142,19.571428571428573,0.2857142857142857,14.285714285714286,16.428571428571427
2022,REG,8,BAL,27,TB,22,-5,49,0,116,-128,2.0,-104,-106,46.0,-102,-110,0,0.42857142857142855,17.714285714285715,17.714285714285715,0.5714285714285714,25.857142857142858,23.0
2022,REG,9,MIN,20,WAS,17,-3,37,0,-169,151,-3.0,-119,108,43.5,-106,-106,0,0.5,17.75,21.5,0.8571428571428571,24.714285714285715,20.571428571428573
2022,REG,9,GB,9,DET,15,6,24,0,-191,170,-4.0,-107,-103,49.5,-107,-105,1,0.14285714285714285,24.714285714285715,32.142857142857146,0.375,18.125,21.625
2022,REG,9,BAL,27,NO,13,-14,40,0,-124,112,-1.0,-117,106,46.0,-108,-104,0,0.375,24.875,25.0,0.625,26.0,22.875
2022,REG,9,TEN,17,KC,20,3,37,1,530,-689,14.0,-107,-103,45.0,-106,-106,1,0.7142857142857143,31.857142857142858,24.571428571428573,0.7142857142857143,18.857142857142858,19.714285714285715
2022,REG,9,LA,13,TB,16,3,29,0,142,-158,3.0,-104,-106,43.0,-108,-104,1,0.375,18.25,18.875,0.42857142857142855,16.857142857142858,22.428571428571427
2022,REG,9,SEA,31,ARI,21,-10,52,0,116,-128,1.5,102,-113,49.5,-115,103,0,0.375,22.75,26.25,0.625,26.25,24.875
2022,REG,9,BUF,17,NYJ,20,3,37,0,-494,400,-11.0,103,-114,46.0,-102,-110,1,0.625,22.0,19.875,0.8571428571428571,29.0,14.0
2022,REG,9,IND,3,NE,26,23,29,0,188,-212,5.0,-115,104,40.0,-109,-103,1,0.5,22.125,20.375,0.5,16.125,19.625
2022,REG,9,LV,20,JAX,27,7,47,0,-129,116,-2.5,-102,-108,47.5,105,-118,1,0.25,21.5,19.75,0.2857142857142857,23.285714285714285,24.857142857142858
2022,REG,9,CAR,21,CIN,42,21,63,0,282,-331,7.0,-100,-110,43.0,-114,101,1,0.5,23.25,20.5,0.25,19.75,23.25
2022,REG,9,PHI,29,HOU,17,-12,46,0,-702,539,-14.0,102,-113,45.5,-112,-101,0,0.14285714285714285,16.571428571428573,22.0,1.0,28.0,16.857142857142858
2022,REG,9,LAC,20,ATL,17,-3,37,0,-143,130,-2.5,-114,103,49.5,-105,-107,0,0.5,25.0,25.625,0.5714285714285714,23.428571428571427,27.0
2022,REG,9,MIA,35,CHI,32,-3,67,0,-193,172,-4.0,-103,-107,46.0,-104,-108,0,0.375,19.375,22.625,0.625,22.25,24.0
2022,REG,10,JAX,17,KC,27,10,44,0,333,-399,10.0,-120,109,51.5,-110,-102,1,0.75,30.375,23.625,0.3333333333333333,22.11111111111111,19.77777777777778
2022,REG,10,WAS,32,PHI,21,-11,53,0,405,-501,11.0,-107,-103,43.0,-103,-109,0,1.0,28.125,16.875,0.4444444444444444,17.666666666666668,21.333333333333332
2022,REG,10,ATL,15,CAR,25,10,40,0,-132,119,-2.5,-103,-107,41.5,-106,-106,1,0.2222222222222222,19.88888888888889,25.333333333333332,0.4444444444444444,24.11111111111111,25.0
2022,REG,10,SEA,16,TB,21,5,37,0,124,-138,2.5,103,-114,45.0,-104,-108,1,0.4444444444444444,18.0,18.22222222222222,0.6666666666666666,26.77777777777778,24.444444444444443
2022,REG,10,MIN,33,BUF,30,-3,63,1,230,-264,6.5,-104,-106,47.0,-105,-107,0,0.75,27.5,14.75,0.875,24.125,20.125
2022,REG,10,CLE,17,MIA,39,22,56,0,158,-177,3.0,112,-123,49.0,-102,-110,1,0.6666666666666666,23.666666666666668,24.88888888888889,0.375,25.0,24.875
2022,REG,10,HOU,16,NYG,24,8,40,0,195,-221,5.5,-112,102,41.5,-109,-103,1,0.75,20.375,19.625,0.125,16.625,22.875
2022,REG,10,NO,10,PIT,20,10,30,0,105,-116,1.0,-103,-107,39.5,-104,-109,1,0.25,15.0,24.625,0.3333333333333333,23.555555555555557,25.22222222222222
2022,REG,10,DEN,10,TEN,17,7,27,0,122,-135,2.5,-105,-105,40.0,-107,-105,1,0.625,18.625,19.75,0.375,15.125,16.5
2022,REG,10,IND,25,LV,20,-5,45,0,177,-199,4.5,-112,101,41.0,101,-114,0,0.25,22.875,25.125,0.4444444444444444,14.666666666666666,20.333333333333332
2022,REG,10,DAL,28,GB,31,3,59,1,-199,177,-3.5,-113,102,44.5,-104,-108,1,0.3333333333333333,17.11111111111111,20.88888888888889,0.75,22.875,16.625
2022,REG,10,ARI,27,LA,17,-10,44,0,160,-183,3.5,-110,-102,38.0,-108,-104,0,0.375,16.375,21.625,0.3333333333333333,22.555555555555557,26.77777777777778
2022,REG,10,LAC,16,SF,22,6,38,0,302,-357,8.5,-105,-105,45.5,101,-113,1,0.5,22.0,18.375,0.625,23.0,25.75
2022,REG,10,DET,31,CHI,30,-1,61,0,143,-159,3.0,-105,-105,48.5,-114,101,0,0.3333333333333333,20.77777777777778,24.0,0.25,23.5,29.25
2022,REG,11,TEN,27,GB,17,-10,44,0,153,-171,3.0,106,-117,40.5,-109,-103,0,0.4,18.5,21.6,0.6666666666666666,18.444444444444443,18.666666666666668
2022,REG,11,CHI,24,ATL,27,3,51,0,125,-138,3.0,-122,110,48.5,-108,-104,1,0.4,23.2,25.0,0.3,21.7,24.7
2022,REG,11,CAR,3,BAL,13,10,16,0,503,-647,13.0,-117,106,42.0,-112,-100,1,0.6666666666666666,26.11111111111111,21.77777777777778,0.3,20.4,24.3
