season,game_type,week,away_team,away_score,home_team,home_score,result,total,overtime,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,home_team_win,home_win_pct,home_ppg,home_opp_ppg,home_third_down_pct,home_third_down_stop_pct,home_sacks_per_game,home_turnover_diff,away_win_pct,away_ppg,away_opp_ppg,away_third_down_pct,away_third_down_stop_pct,away_sacks_per_game,away_turnover_diff
2025,REG,5,DET,37,CIN,24,-13,61,0,-575,425,-10.5,-102,-118,49.5,-112,-108,0,0.5,15.25,29.75,0.33310439560439564,0.5519086176980914,1.5,-0.75,0.75,34.25,22.0,0.4083333333333333,0.6090909090909091,3.5,1.0
2025,REG,5,TB,38,SEA,35,-3,73,0,150,-180,3.5,-115,-105,44.5,-110,-110,0,0.75,27.75,16.75,0.35064935064935066,0.6400122549019608,3.0,0.75,0.75,24.25,24.25,0.33214285714285713,0.693226911976912,2.5,0.0
2025,REG,5,TEN,22,ARI,21,-1,43,0,330,-425,7.5,-108,-112,41.5,-110,-110,0,0.5,20.5,18.5,0.3452651515151515,0.7121686792739423,2.0,-0.25,0.0,12.75,30.0,0.24752912528647825,0.6520424836601307,1.0,-0.5
2025,REG,5,DEN,21,PHI,17,-4,38,0,180,-218,3.5,-105,-115,44.5,-115,-105,0,1.0,27.0,22.0,0.41054258241758246,0.6798076923076923,1.25,1.0,0.5,24.0,16.75,0.36046306634541925,0.692792501616031,3.75,0.0
2025,REG,5,DAL,37,NYJ,22,-15,59,0,-105,-115,1.5,-120,100,48.5,-110,-110,0,0.0,22.5,30.0,0.2931818181818182,0.716214177978884,1.5,-1.75,0.25,28.5,33.0,0.37097338935574226,0.45623787976729147,1.25,-1.0
2025,REG,5,NYG,14,NO,26,12,40,0,100,-120,1.5,-115,-105,41.5,-105,-115,1,0.0,16.5,30.25,0.32585470085470086,0.6525252525252525,2.75,0.0,0.25,18.25,25.25,0.2674641148325359,0.6441176470588236,2.5,0.0
2025,REG,5,LV,6,IND,40,34,46,0,285,-360,7.0,100,-120,46.5,-108,-112,1,0.75,30.75,20.75,0.3645299145299145,0.6226325757575757,2.5,0.75,0.25,19.25,24.75,0.3125,0.6470588235294118,2.0,-1.0
2025,REG,5,MIA,24,CAR,27,3,51,0,-120,100,-1.5,-105,-115,44.5,-105,-115,1,0.25,18.75,23.75,0.3241228070175438,0.6633658008658008,0.5,0.25,0.25,20.75,29.5,0.4519230769230769,0.5011363636363636,2.0,-0.5
2025,REG,5,HOU,44,BAL,10,-34,54,0,-148,124,-2.5,-118,-102,41.5,-115,-105,0,0.25,32.75,33.25,0.36625874125874125,0.6023391812865497,1.0,-0.5,0.25,16.0,12.75,0.26351010101010097,0.6751803751803751,2.75,-0.5
2025,REG,5,MIN,21,CLE,17,-4,38,0,-198,164,-3.5,-110,-110,35.5,-112,-108,0,0.25,14.0,25.5,0.3131578947368421,0.6131410256410256,2.75,-1.5,0.5,25.5,20.0,0.2714285714285714,0.6901785714285714,2.75,0.5
2025,REG,5,SF,26,LA,23,-3,49,1,340,-440,8.5,-110,-110,43.5,-108,-112,0,0.75,25.0,20.25,0.36185897435897435,0.7001013692190163,3.5,0.75,0.75,20.0,18.75,0.41978681041181043,0.7127382421500068,1.25,-1.25
2025,REG,6,DET,17,KC,30,13,47,0,120,-142,2.5,-105,-115,51.5,-105,-115,1,0.4,25.0,21.4,0.38772875816993463,0.6814393939393939,2.6,0.8,0.8,34.8,22.4,0.37666666666666665,0.633939393939394,3.2,1.2
2025,REG,6,BUF,14,ATL,24,10,38,0,-205,170,-3.5,-120,100,49.5,-102,-118,1,0.5,19.0,21.5,0.4017857142857143,0.7138888888888889,2.5,-0.75,0.8,30.6,22.6,0.4113487819370173,0.6512820512820513,2.6,0.2
2025,REG,6,CHI,25,WAS,24,-1,49,0,210,-258,5.5,-108,-112,49.5,-105,-115,0,0.6,26.8,20.2,0.2611111111111112,0.6256145170618855,3.0,0.0,0.5,25.25,29.25,0.4243697478991596,0.7339285714285714,1.25,1.25
2025,REG,6,SF,19,TB,30,11,49,0,160,-192,3.5,-105,-115,46.5,-105,-115,1,0.8,27.0,26.4,0.3823809523809524,0.6345815295815296,2.0,0.4,0.8,21.2,19.6,0.4095136588557641,0.7035239270533389,1.2,-0.6
2025,REG,6,CIN,18,GB,27,9,45,0,650,-1000,14.0,-110,-110,44.5,-110,-110,1,0.75,26.0,21.0,0.4382884272590155,0.7112573099415205,2.75,0.0,0.4,17.0,31.2,0.3198168498168498,0.5915268941584731,2.0,-1.0
2025,REG,6,TEN,10,LV,20,10,30,0,154,-185,3.5,-110,-110,41.5,-105,-115,1,0.2,16.6,27.8,0.35666666666666663,0.5843137254901961,1.6,-1.2,0.2,14.6,28.2,0.2646899668958492,0.6438562091503268,1.4,-0.6
